place_name,id,latitude,longitude,Kwh req per block (S19),co2,S19 Kwh req per block,"Production fuel
mix factor
(kgCO_{2} e per kWh)",Power x Emissions factor
Meteorite Hills 00477,15712,-79.68333,155.75,86509,24.92426826,,,
Meteorite Hills 00478,15713,-79.68333,155.75,86509,26.13603831,,,
Meteorite Hills 00479,15714,-79.68333,155.75,86509,29.27040157,,,
Meteorite Hills 00480,15715,-79.68333,155.75,86509,17.3642383,,,
Meteorite Hills 00481,15716,-79.68333,155.75,86509,20.56662795,,,
Meteorite Hills 00482,15717,-79.68333,155.75,86509,24.38610766,,,
Meteorite Hills 00483,15718,-79.68333,155.75,86509,24.18638741,,,
Meteorite Hills 00484,15719,-79.68333,155.75,86509,23.00374777,,,
Meteorite Hills 00485,15720,-79.68333,155.75,86509,17.52021951,,,
Meteorite Hills 00486,15721,-79.68333,155.75,86509,16.64392359,,,
Meteorite Hills 00487,15722,-79.68333,155.75,86509,23.7205681,,,
Meteorite Hills 00488,15723,-79.68333,155.75,86509,10.73766322,,,
Meteorite Hills 00489,15724,-79.68333,155.75,86509,21.27899531,,,
Meteorite Hills 00490,15725,-79.68333,155.75,86509,22.60414563,,,
Meteorite Hills 00491,15726,-79.68333,155.75,86509,27.69482323,,,
Meteorite Hills 00492,15727,-79.68333,155.75,86509,19.86746136,,,
Meteorite Hills 00493,15728,-79.68333,155.75,86509,18.1634278,,,
Meteorite Hills 00494,15729,-79.68333,155.75,86509,17.74533002,,,
Meteorite Hills 00495,15730,-79.68333,155.75,86509,13.89304027,,,
Meteorite Hills 00496,15731,-79.68333,155.75,86509,11.60638854,,,
Meteorite Hills 00497,15732,-79.68333,155.75,86509,12.79549917,,,
Meteorite Hills 00498,15733,-79.68333,155.75,86509,15.22963462,,,
Meteorite Hills 00499,15734,-79.68333,155.75,86509,30.24651488,,,
Meteorite Hills 00500,15735,-79.68333,155.75,86509,25.42903394,,,
Meteorite Hills 00501,15736,-79.68333,155.75,86509,29.23950437,,,
Meteorite Hills 00502,15737,-79.68333,155.75,86509,23.2012602,,,
Meteorite Hills 00503,15738,-79.68333,155.75,86509,10.41763407,,,
Meteorite Hills 00504,15739,-79.68333,155.75,86509,12.72732469,,,
Meteorite Hills 00505,15740,-79.68333,155.75,86509,30.75310811,,,
Meteorite Hills 00506,15741,-79.68333,155.75,86509,26.55234715,,,
Meteorite Hills 00507,15742,-79.68333,155.75,86509,10.39266101,,,
Meteorite Hills 00508,15743,-79.68333,155.75,86509,14.49987715,,,
Meteorite Hills 00509,15744,-79.68333,155.75,86509,29.02388819,,,
Meteorite Hills 00510,15745,-79.68333,155.75,86509,21.03295948,,,
Meteorite Hills 00511,15746,-79.68333,155.75,86509,12.1048699,,,
Meteorite Hills 00512,15747,-79.68333,155.75,86509,17.4031402,,,
Meteorite Hills 00513,15748,-79.68333,155.75,86509,23.3245226,,,
Meteorite Hills 00514,15749,-79.68333,155.75,86509,15.97291279,,,
Meteorite Hills 00515,15750,-79.68333,155.75,86509,29.77435393,,,
Meteorite Hills 00516,15751,-79.68333,155.75,86509,26.12805957,,,
Meteorite Hills 00517,15752,-79.68333,155.75,86509,30.22756664,,,
Meteorite Hills 00518,15753,-79.68333,155.75,86509,11.37050127,,,
Meteorite Hills 00519,15754,-79.68333,155.75,86509,17.90800823,,,
Meteorite Hills 00520,15755,-79.68333,155.75,86509,24.32965927,,,
Meteorite Hills 00521,15756,-79.68333,155.75,86509,10.21585136,,,
Meteorite Hills 00522,15757,-79.68333,155.75,86509,28.90527117,,,
Meteorite Hills 00523,15758,-79.68333,155.75,86509,30.35646079,,,
Meteorite Hills 00524,15759,-79.68333,155.75,86509,29.04732518,,,
Meteorite Hills 00525,15760,-79.68333,159.75,86509,23.99605344,,,
Meteorite Hills 00526,15761,-79.68333,159.75,86509,20.10950812,,,
Meteorite Hills 00527,15762,-79.68333,155.75,86509,30.89578282,,,
Meteorite Hills 00528,15763,-79.68333,159.75,86509,28.54322381,,,
Meteorite Hills 00529,15764,-79.68333,159.75,86509,24.35447367,,,
Meteorite Hills 00530,15765,-79.68333,155.75,86509,26.53305119,,,
Meteorite Hills 00531,15766,-79.68333,155.75,86509,14.20176496,,,
Meteorite Hills 00532,15767,-79.68333,155.75,86509,15.42450593,,,
Meteorite Hills 00533,15768,-79.68333,155.75,86509,27.75653995,,,
Meteorite Hills 00534,15769,-79.68333,155.75,86509,15.93079342,,,
Meteorite Hills 00535,15770,-79.68333,155.75,86509,20.978203,,,
Meteorite Hills 00536,15771,-79.68333,155.75,86509,29.60921292,,,
Meteorite Hills 00537,15772,-79.68333,155.75,86509,30.6387727,,,
Meteorite Hills 00538,15773,-79.68333,155.75,86509,12.48664291,,,
Meteorite Hills 00539,15774,-79.68333,155.75,86509,18.02016263,,,
Meteorite Hills 00540,15775,-79.68333,155.75,86509,30.56402847,,,
Meteorite Hills 00541,15776,-79.68333,155.75,86509,17.60064745,,,
Meteorite Hills 00542,15777,-79.68333,155.75,86509,30.06556429,,,
Meteorite Hills 00543,15778,-79.68333,155.75,86509,28.96147709,,,
Meteorite Hills 00544,15779,-79.68333,155.75,86509,18.71445862,,,
Meteorite Hills 00545,15780,-79.68333,155.75,86509,28.58925051,,,
Meteorite Hills 00546,15781,-79.68333,159.75,86509,19.63409179,,,
Meteorite Hills 00547,15782,-79.68333,159.75,86509,11.39434681,,,
Meteorite Hills 00548,15783,-79.68333,159.75,86509,27.28156932,,,
Meteorite Hills 00549,15784,-79.68333,155.75,86509,22.54824049,,,
Meteorite Hills 00550,15785,-79.68333,155.75,86509,16.93227305,,,
Meteorite Hills 00551,15786,-79.68333,155.75,86509,30.60751425,,,
Meteorite Hills 00552,15787,-79.68333,155.75,86509,29.34332415,,,
Meteorite Hills 00553,15788,-79.68333,155.75,86509,20.61487597,,,
Meteorite Hills 00554,15789,-79.68333,155.75,86509,20.84985197,,,
Meteorite Hills 00555,15790,-79.68333,155.75,86509,15.7149622,,,
Meteorite Hills 00556,15791,-79.68333,155.75,86509,23.21377703,,,
Meteorite Hills 00557,15792,-79.68333,155.75,86509,18.18964718,,,
Meteorite Hills 00558,15793,-79.68333,155.75,86509,30.83374272,,,
Meteorite Hills 00559,15794,-79.68333,155.75,86509,22.38612386,,,
Meteorite Hills 00560,15795,-79.68333,155.75,86509,11.56513932,,,
Meteorite Hills 00561,15796,-79.68333,155.75,86509,23.7900011,,,
Meteorite Hills 00562,15797,-79.68333,155.75,86509,11.67505324,,,
Meteorite Hills 00563,15798,-79.68333,155.75,86509,29.8908727,,,
Meteorite Hills 00564,15799,-79.68333,155.75,86509,18.10675116,,,
Meteorite Hills 00565,15800,-79.68333,155.75,86509,26.81516831,,,
Meteorite Hills 00566,15801,-79.68333,155.75,86509,27.67148598,,,
Meteorite Hills 00567,15802,-79.68333,155.75,86509,19.95122654,,,
Meteorite Hills 00568,15803,-79.68333,155.75,86509,18.73542391,,,
Meteorite Hills 00569,15804,-79.68333,155.75,86509,13.72036694,,,
Meteorite Hills 00570,15805,-79.68333,155.75,86509,25.11141685,,,
Meteorite Hills 00571,15806,-79.68333,155.75,86509,19.65743782,,,
Meteorite Hills 00572,15807,-79.68333,155.75,86509,15.31844918,,,
Meteorite Hills 00573,15808,-79.68333,155.75,86509,23.23970006,,,
Meteorite Hills 00574,15809,-79.68333,155.75,86509,27.24522964,,,
Meteorite Hills 00575,15810,-79.68333,155.75,86509,23.6339638,,,
Meteorite Hills 00576,15811,-79.68333,155.75,86509,19.88388194,,,
Meteorite Hills 00577,15812,-79.68333,155.75,86509,13.16724402,,,
Meteorite Hills 00578,15813,-79.68333,155.75,86509,17.52246445,,,
Meteorite Hills 00579,15814,-79.68333,155.75,86509,25.44326927,,,
Meteorite Hills 00581,15815,-79.68333,155.75,86509,16.28570071,,,
Meteorite Hills 00582,15816,-79.68333,155.75,86509,16.90934099,,,
Meteorite Hills 00583,15817,-79.68333,155.75,86509,15.99073035,,,
Meteorite Hills 00584,15818,-79.68333,155.75,86509,29.21300586,,,
Meteorite Hills 00585,15819,-79.68333,155.75,86509,30.63574258,,,
Meteorite Hills 00586,15820,-79.68333,155.75,86509,11.31176271,,,
Meteorite Hills 00587,15821,-79.68333,155.75,86509,15.77229111,,,
Meteorite Hills 00588,15822,-79.68333,155.75,86509,18.24226255,,,
Meteorite Hills 00589,15823,-79.68333,155.75,86509,12.2420443,,,
Meteorite Hills 00590,15824,-79.68333,155.75,86509,12.83080907,,,
Meteorite Hills 00591,15825,-79.68333,155.75,86509,18.75334555,,,
Meteorite Hills 00592,15826,-79.68333,155.75,86509,18.99619276,,,
Meteorite Hills 00593,15827,-79.68333,155.75,86509,30.34284804,,,
Meteorite Hills 00594,15828,-79.68333,155.75,86509,12.36852505,,,
Meteorite Hills 00595,15829,-79.68333,155.75,86509,27.19945734,,,
Meteorite Hills 00596,15830,-79.68333,155.75,86509,11.10178671,,,
Meteorite Hills 00597,15831,-79.68333,155.75,86509,20.01331491,,,
Meteorite Hills 00598,15832,-79.68333,155.75,86509,25.27759575,,,
Meteorite Hills 00599,15833,-79.68333,155.75,86509,15.9875272,,,
Meteorite Hills 00600,15834,-79.68333,155.75,86509,13.90964576,,,
Meteorite Hills 00601,15835,-79.68333,155.75,86509,11.38617899,,,
Meteorite Hills 00602,15836,-79.68333,155.75,86509,30.08111944,,,
Meteorite Hills 00603,15837,-79.68333,155.75,86509,29.32205547,,,
Meteorite Hills 00604,15838,-79.68333,155.75,86509,11.14895372,,,
Meteorite Hills 00605,15839,-79.68333,155.75,86509,29.31178354,,,
Meteorite Hills 00606,15840,-79.68333,155.75,86509,28.99170246,,,
Meteorite Hills 00607,15841,-79.68333,155.75,86509,16.25937212,,,
Meteorite Hills 00608,15842,-79.68333,155.75,86509,11.31398331,,,
Meteorite Hills 00609,15843,-79.68333,155.75,86509,16.30503969,,,
Meteorite Hills 00610,15844,-79.68333,155.75,86509,20.93986979,,,
Meteorite Hills 00611,15845,-79.68333,155.75,86509,29.70844674,,,
Meteorite Hills 00612,15846,-79.68333,155.75,86509,29.09229625,,,
Meteorite Hills 00613,15847,-79.68333,155.75,86509,24.96697831,,,
Meteorite Hills 00614,15848,-79.68333,155.75,86509,29.42254369,,,
Meteorite Hills 00615,15849,-79.68333,155.75,86509,10.92657045,,,
Meteorite Hills 00616,15850,-79.68333,155.75,86509,21.58597496,,,
Meteorite Hills 00617,15851,-79.68333,155.75,86509,28.48048415,,,
Meteorite Hills 00618,15852,-79.68333,155.75,86509,17.60662695,,,
Meteorite Hills 00619,15853,-79.68333,155.75,86509,25.68279558,,,
Meteorite Hills 00620,15854,-79.68333,155.75,86509,16.21232536,,,
Meteorite Hills 00621,15855,-79.68333,155.75,86509,20.79690726,,,
Meteorite Hills 00622,15856,-79.68333,155.75,86509,20.04446729,,,
Meteorite Hills 00623,15857,-79.68333,155.75,86509,28.00755328,,,
Meteorite Hills 00624,15858,-79.68333,155.75,86509,13.51143901,,,
Meteorite Hills 00625,15859,-79.68333,155.75,86509,29.45727114,,,
Meteorite Hills 00626,15860,-79.68333,155.75,86509,21.12120103,,,
Meteorite Hills 00627,15861,-79.68333,155.75,86509,18.93422155,,,
Meteorite Hills 00628,15862,-79.68333,155.75,86509,10.70867881,,,
Meteorite Hills 00629,15863,-79.68333,155.75,86509,14.31837216,,,
Meteorite Hills 00630,15864,-79.68333,155.75,86509,11.02517743,,,
Meteorite Hills 00631,15865,-79.68333,155.75,86509,16.52568695,,,
Meteorite Hills 00632,15866,-79.68333,155.75,86509,27.13422905,,,
Meteorite Hills 00633,15867,-79.68333,155.75,86509,24.98930327,,,
Meteorite Hills 00634,15868,-79.68333,155.75,86509,28.61088274,,,
Meteorite Hills 00635,15869,-79.68333,155.75,86509,20.12434465,,,
Meteorite Hills 00636,15870,-79.68333,155.75,86509,20.19431579,,,
Meteorite Hills 00637,15871,-79.68333,155.75,86509,25.83838959,,,
Meteorite Hills 00638,15872,-79.68333,155.75,86509,11.34943272,,,
Meteorite Hills 00639,15873,-79.68333,155.75,86509,10.96289456,,,
Meteorite Hills 00640,15874,-79.68333,155.75,86509,30.73523309,,,
Meteorite Hills 00641,15875,-79.68333,155.75,86509,27.02453111,,,
Meteorite Hills 00642,15876,-79.68333,155.75,86509,17.12193165,,,
Meteorite Hills 00643,15877,-79.68333,155.75,86509,21.06428148,,,
Meteorite Hills 00644,15878,-79.68333,155.75,86509,10.22300763,,,
Meteorite Hills 00645,15879,-79.68333,155.75,86509,25.11879685,,,
Meteorite Hills 00646,15880,-79.68333,155.75,86509,14.58331747,,,
Meteorite Hills 00647,15881,-79.68333,155.75,86509,25.6871748,,,
Meteorite Hills 00648,15882,-79.68333,155.75,86509,14.1246294,,,
Meteorite Hills 00649,15883,-79.68333,155.75,86509,10.14226854,,,
Meteorite Hills 00650,15884,-79.68333,155.75,86509,19.93576763,,,
Meteorite Hills 00651,15885,-79.68333,155.75,86509,17.28163905,,,
Meteorite Hills 00652,15886,-79.68333,155.75,86509,16.06225231,,,
Meteorite Hills 00653,15887,-79.68333,155.75,86509,30.86816101,,,
Meteorite Hills 00654,15888,-79.68333,155.75,86509,23.48388043,,,
Meteorite Hills 00655,15889,-79.68333,155.75,86509,11.97793404,,,
Meteorite Hills 00656,15890,-79.68333,155.75,86509,18.32561926,,,
Meteorite Hills 00657,15891,-79.68333,155.75,86509,15.18185957,,,
Meteorite Hills 00658,15892,-79.68333,155.75,86509,13.36655986,,,
Meteorite Hills 00659,15893,-79.68333,155.75,86509,15.57644843,,,
Meteorite Hills 00660,15894,-79.68333,155.75,86509,12.064356,,,
Meteorite Hills 00661,15895,-79.68333,155.75,86509,20.38763062,,,
Meteorite Hills 00662,15896,-79.68333,155.75,86509,27.36254109,,,
Meteorite Hills 00663,15897,-79.68333,155.75,86509,23.42996962,,,
Meteorite Hills 00664,15898,-79.68333,155.75,86509,26.93115196,,,
Meteorite Hills 00665,15899,-79.68333,155.75,86509,12.49186573,,,
Meteorite Hills 00666,15900,-79.68333,155.75,86509,25.3761224,,,
Meteorite Hills 00667,15901,-79.68333,159.75,86509,17.40875815,,,
Meteorite Hills 00668,15902,-79.68333,159.75,86509,15.779938,,,
Meteorite Hills 00669,15903,-79.68333,159.75,86509,18.32433343,,,
Meteorite Hills 00670,15904,-79.68333,155.75,86509,20.61412828,,,
Meteorite Hills 00671,15905,-79.68333,155.75,86509,18.20310891,,,
Meteorite Hills 00672,15906,-79.68333,155.75,86509,12.66840451,,,
Meteorite Hills 00673,15907,-79.68333,155.75,86509,12.52882884,,,
Meteorite Hills 00674,15908,-79.68333,155.75,86509,14.28069288,,,
Meteorite Hills 00675,15909,-79.68333,155.75,86509,19.98990008,,,
Meteorite Hills 00676,15910,-79.68333,155.75,86509,19.36249442,,,
Meteorite Hills 00677,15911,-79.68333,155.75,86509,28.21889382,,,
Meteorite Hills 00678,15912,-79.68333,155.75,86509,18.81979295,,,
Meteorite Hills 00679,15913,-79.68333,155.75,86509,24.37272441,,,
Meteorite Hills 00680,15914,-79.68333,155.75,86509,12.3210945,,,
Meteorite Hills 00681,15915,-79.68333,155.75,86509,27.67826154,,,
Meteorite Hills 00682,15916,-79.68333,155.75,86509,24.01268505,,,
Meteorite Hills 00683,15917,-79.68333,155.75,86509,13.29840405,,,
Meteorite Hills 00684,15918,-79.68333,155.75,86509,20.17483859,,,
Meteorite Hills 00685,15919,-79.68333,155.75,86509,17.50066572,,,
Meteorite Hills 00686,15920,-79.68333,155.75,86509,24.97391957,,,
Meteorite Hills 00687,15921,-79.68333,155.75,86509,29.57315235,,,
Meteorite Hills 00688,15922,-79.68333,155.75,86509,20.04495626,,,
Meteorite Hills 00689,15923,-79.68333,155.75,86509,30.36294841,,,
Meteorite Hills 00690,15924,-79.68333,155.75,86509,25.73201413,,,
Meteorite Hills 00691,15925,-79.68333,155.75,86509,12.17752574,,,
Meteorite Hills 00692,15926,-79.68333,155.75,86509,29.59999856,,,
Meteorite Hills 00693,15927,-79.68333,155.75,86509,12.92582417,,,
Meteorite Hills 00694,15928,-79.68333,155.75,86509,23.21408739,,,
Meteorite Hills 00695,15929,-79.68333,155.75,86509,30.29472943,,,
Meteorite Hills 00696,15930,-79.68333,155.75,86509,24.38750025,,,
Meteorite Hills 00697,15931,-79.68333,155.75,86509,15.79828717,,,
Meteorite Hills 00698,15932,-79.68333,155.75,86509,17.87888993,,,
Meteorite Hills 00699,15933,-79.68333,155.75,86509,22.34528813,,,
Meteorite Hills 00700,15934,-79.68333,159.75,86509,22.13755564,,,
Meteorite Hills 00701,15935,-79.68333,159.75,86509,18.33714062,,,
Meteorite Hills 00702,15936,-79.68333,159.75,86509,15.19365714,,,
Meteorite Hills 00703,15937,-79.68333,159.75,86509,27.96571777,,,
Meteorite Hills 00704,15938,-79.68333,159.75,86509,10.46499973,,,
Meteorite Hills 00705,15939,-79.68333,159.75,86509,28.28309886,,,
Meteorite Hills 00706,15940,-79.68333,159.75,86509,25.43451875,,,
Meteorite Hills 00707,15941,-79.68333,159.75,86509,25.28338609,,,
Meteorite Hills 00708,15942,-79.68333,159.75,86509,22.10821937,,,
Meteorite Hills 00709,15943,-79.68333,155.75,86509,12.03275371,,,
Meteorite Hills 00710,15944,-79.68333,159.75,86509,26.23909337,,,
Meteorite Hills 00711,15945,-79.68333,159.75,86509,15.05821919,,,
Meteorite Hills 00712,15946,-79.68333,159.75,86509,19.48390702,,,
Meteorite Hills 00713,15947,-79.68333,159.75,86509,28.33992078,,,
Meteorite Hills 00714,15948,-79.68333,159.75,86509,13.77890531,,,
Meteorite Hills 00715,15949,-79.68333,159.75,86509,19.74287314,,,
Meteorite Hills 00716,15950,-79.68333,159.75,86509,22.71581643,,,
Meteorite Hills 00717,15951,-79.68333,159.75,86509,28.27361724,,,
Meteorite Hills 00718,15952,-79.68333,159.75,86509,26.08865251,,,
Meteorite Hills 00719,15953,-79.68333,159.75,86509,11.51913315,,,
Meteorite Hills 00720,15954,-79.68333,155.75,86509,18.41234453,,,
Meteorite Hills 00721,15955,-79.68333,155.75,86509,20.1876813,,,
Meteorite Hills 00722,15956,-79.68333,155.75,86509,12.66698829,,,
Meteorite Hills 00723,15957,-79.68333,155.75,86509,20.40586851,,,
Meteorite Hills 00724,15958,-79.68333,155.75,86509,23.06962953,,,
Meteorite Hills 00725,15959,-79.68333,155.75,86509,28.05519877,,,
Meteorite Hills 00726,15960,-79.68333,155.75,86509,14.62924689,,,
Meteorite Hills 00727,15961,-79.68333,155.75,86509,27.10164495,,,
Meteorite Hills 00728,15962,-79.68333,155.75,86509,20.52151043,,,
Meteorite Hills 00729,15963,-79.68333,155.75,86509,22.65184054,,,
Meteorite Hills 00730,15964,-79.68333,155.75,86509,23.3180364,,,
Meteorite Hills 00731,15965,-79.68333,155.75,86509,27.1048319,,,
Meteorite Hills 00732,15966,-79.68333,155.75,86509,23.35586154,,,
Meteorite Hills 00733,15967,-79.68333,155.75,86509,14.05852577,,,
Meteorite Hills 00734,15968,-79.68333,155.75,86509,15.52188564,,,
Meteorite Hills 00735,15969,-79.68333,155.75,86509,11.78400169,,,
Meteorite Hills 00736,15970,-79.68333,155.75,86509,15.58342624,,,
Meteorite Hills 00737,15971,-79.68333,155.75,86509,15.85287653,,,
Meteorite Hills 00738,15972,-79.68333,155.75,86509,29.58826983,,,
Meteorite Hills 00739,15973,-79.68333,155.75,86509,15.77704546,,,
Meteorite Hills 00740,15974,-79.68333,155.75,86509,28.98738035,,,
Meteorite Hills 00741,15975,-79.68333,155.75,86509,25.98497822,,,
Meteorite Hills 00742,15976,-79.68333,155.75,86509,17.51213222,,,
Meteorite Hills 00743,15977,-79.68333,155.75,86509,21.26952136,,,
Meteorite Hills 00744,15978,-79.68333,155.75,86509,13.77592658,,,
Meteorite Hills 00745,15979,-79.68333,155.75,86509,15.67681153,,,
Meteorite Hills 00746,15980,-79.68333,155.75,86509,27.96389275,,,
Meteorite Hills 00747,15981,-79.68333,155.75,86509,29.37102865,,,
Meteorite Hills 00748,15982,-79.68333,155.75,86509,12.34856614,,,
Meteorite Hills 00749,15983,-79.68333,155.75,86509,17.97611962,,,
Meteorite Hills 00750,15984,-79.68333,155.75,86509,19.36536259,,,
Meteorite Hills 00751,15985,-79.68333,155.75,86509,26.98286167,,,
Meteorite Hills 00752,15986,-79.68333,155.75,86509,12.86224547,,,
Meteorite Hills 00753,15987,-79.68333,155.75,86509,27.57984682,,,
Meteorite Hills 00754,15988,-79.68333,155.75,86509,21.75791738,,,
Meteorite Hills 00755,15989,-79.68333,155.75,86509,10.15106078,,,
Meteorite Hills 00756,15990,-79.68333,155.75,86509,30.72508506,,,
Meteorite Hills 00757,15991,-79.68333,155.75,86509,15.94165695,,,
Meteorite Hills 00758,15992,-79.68333,155.75,86509,14.22800217,,,
Meteorite Hills 00759,15993,-79.68333,155.75,86509,23.64050731,,,
Meteorite Hills 00760,15994,-79.68333,155.75,86509,11.78747189,,,
Meteorite Hills 00761,15995,-79.68333,155.75,86509,24.05721343,,,
Meteorite Hills 00762,15996,-79.68333,155.75,86509,26.84942083,,,
Meteorite Hills 00763,15997,-79.68333,155.75,86509,20.04440307,,,
Meteorite Hills 00764,15998,-79.68333,155.75,86509,29.36592046,,,
Meteorite Hills 00765,15999,-79.68333,155.75,86509,19.84209155,,,
Meteorite Hills 00766,16000,-79.68333,155.75,86509,22.48799328,,,
Meteorite Hills 00767,16001,-79.68333,155.75,86509,20.0875707,,,
Meteorite Hills 00768,16002,-79.68333,155.75,86509,26.79152989,,,
Meteorite Hills 00769,16003,-79.68333,155.75,86509,30.43403702,,,
Meteorite Hills 00770,16004,-79.68333,155.75,86509,13.69635607,,,
Meteorite Hills 00771,16005,-79.68333,155.75,86509,19.43395829,,,
Meteorite Hills 00772,16006,-79.68333,155.75,86509,12.63288105,,,
Meteorite Hills 00773,16007,-79.68333,155.75,86509,16.04263522,,,
Meteorite Hills 00774,16008,-79.68333,155.75,86509,23.8748252,,,
Meteorite Hills 00775,16009,-79.68333,155.75,86509,17.26433085,,,
Meteorite Hills 00776,16010,-79.68333,155.75,86509,23.75592249,,,
Meteorite Hills 00777,16011,-79.68333,155.75,86509,25.16324726,,,
Meteorite Hills 00778,16012,-79.68333,155.75,86509,16.61697481,,,
Meteorite Hills 00779,16013,-79.68333,155.75,86509,16.94577249,,,
Meteorite Hills 00780,16014,-79.68333,155.75,86509,20.41028544,,,
Meteorite Hills 00781,16015,-79.68333,155.75,86509,27.00691742,,,
Meteorite Hills 00782,16016,-79.68333,155.75,86509,25.30345261,,,
Meteorite Hills 00783,16017,-79.68333,155.75,86509,23.44567651,,,
Meteorite Hills 00784,16018,-79.68333,155.75,86509,18.08087257,,,
Meteorite Hills 00785,16019,-79.68333,155.75,86509,10.37721926,,,
Meteorite Hills 00786,16020,-79.68333,155.75,86509,13.42407472,,,
Meteorite Hills 00787,16021,-79.68333,155.75,86509,16.55072852,,,
Meteorite Hills 00788,16022,-79.68333,155.75,86509,25.27551827,,,
Meteorite Hills 00789,16023,-79.68333,155.75,86509,16.19187221,,,
Meteorite Hills 00790,16024,-79.68333,155.75,86509,16.69810998,,,
Meteorite Hills 00791,16025,-79.68333,155.75,86509,29.05735087,,,
Meteorite Hills 00792,16026,-79.68333,155.75,86509,21.78185327,,,
Meteorite Hills 00793,16027,-79.68333,155.75,86509,16.89013345,,,
Meteorite Hills 00794,16028,-79.68333,155.75,86509,30.09471168,,,
Meteorite Hills 00795,16029,-79.68333,155.75,86509,16.90297654,,,
Meteorite Hills 00796,16030,-79.68333,155.75,86509,10.89528552,,,
Meteorite Hills 00797,16031,-79.68333,155.75,86509,23.70069524,,,
Meteorite Hills 00798,16032,-79.68333,155.75,86509,14.70786076,,,
Meteorite Hills 00799,16033,-79.68333,155.75,86509,27.40335574,,,
Meteorite Hills 00800,16034,-79.68333,155.75,86509,30.54473642,,,
Meteorite Hills 00801,16035,-79.68333,155.75,86509,12.36463235,,,
Meteorite Hills 00802,16036,-79.68333,155.75,86509,22.20836667,,,
Meteorite Hills 00803,16037,-79.68333,155.75,86509,14.65562859,,,
Meteorite Hills 00804,16038,-79.68333,155.75,86509,18.32880675,,,
Meteorite Hills 00805,16039,-79.68333,155.75,86509,15.90342569,,,
Meteorite Hills 00806,16040,-79.68333,155.75,86509,22.7737681,,,
Meteorite Hills 00807,16041,-79.68333,155.75,86509,20.69179297,,,
Meteorite Hills 00808,16042,-79.68333,155.75,86509,16.58147931,,,
Meteorite Hills 00809,16043,-79.68333,155.75,86509,25.70901914,,,
Meteorite Hills 00810,16044,-79.68333,155.75,86509,23.35761503,,,
Meteorite Hills 00811,16045,-79.68333,159.75,86509,19.83145868,,,
Meteorite Hills 00812,16046,-79.68333,155.75,86509,20.04912477,,,
Meteorite Hills 00813,16047,-79.68333,159.75,86509,28.96558576,,,
Meteorite Hills 00814,16048,-79.68333,159.75,86509,18.37138004,,,
Meteorite Hills 00815,16049,-79.68333,159.75,86509,16.37003512,,,
Meteorite Hills 00816,16050,-79.68333,159.75,86509,13.36327754,,,
Meteorite Hills 00817,16051,-79.68333,159.75,86509,24.21564297,,,
Meteorite Hills 00818,16052,-79.68333,159.75,86509,22.01822628,,,
Meteorite Hills 00819,16053,-79.68333,159.75,86509,26.59556962,,,
Meteorite Hills 00820,16054,-79.68333,155.75,86509,14.68233367,,,
Meteorite Hills 00821,16055,-79.68333,155.75,86509,19.58025529,,,
Meteorite Hills 00822,16056,-79.68333,155.75,86509,29.06626488,,,
Meteorite Hills 00823,16057,-79.68333,155.75,86509,14.75346136,,,
Meteorite Hills 00824,16058,-79.68333,155.75,86509,15.88297074,,,
Meteorite Hills 00825,16059,-79.68333,155.75,86509,23.61443469,,,
Meteorite Hills 00826,16060,-79.68333,155.75,86509,12.23012006,,,
Meteorite Hills 00827,16061,-79.68333,155.75,86509,23.50415386,,,
Meteorite Hills 00828,16062,-79.68333,155.75,86509,23.38212297,,,
Meteorite Hills 00829,16063,-79.68333,155.75,86509,25.67150297,,,
Meteorite Hills 00830,16064,-79.68333,159.75,86509,19.45421732,,,
Meteorite Hills 00831,16065,-79.68333,159.75,86509,21.24565493,,,
Meteorite Hills 00832,16066,-79.68333,159.75,86509,22.82880533,,,
Meteorite Hills 00833,16067,-79.68333,159.75,86509,24.23752001,,,
Meteorite Hills 00834,16068,-79.68333,155.75,86509,13.61638904,,,
Meteorite Hills 00835,16069,-79.68333,159.75,86509,22.56584762,,,
Meteorite Hills 00836,16070,-79.68333,159.75,86509,23.87470876,,,
Meteorite Hills 00837,16071,-79.68333,159.75,86509,26.15529939,,,
Meteorite Hills 00838,16072,-79.68333,159.75,86509,13.79036213,,,
Meteorite Hills 00839,16073,-79.68333,159.75,86509,12.61176929,,,
Meteorite Hills 00840,16074,-79.68333,159.75,86509,17.05979812,,,
Meteorite Hills 00841,16075,-79.68333,159.75,86509,12.7772472,,,
Meteorite Hills 00842,16076,-79.68333,159.75,86509,19.38508458,,,
Meteorite Hills 00843,16077,-79.68333,159.75,86509,14.35632189,,,
Meteorite Hills 00844,16078,-79.68333,159.75,86509,26.4859559,,,
Meteorite Hills 00845,16079,-79.68333,159.75,86509,23.07623832,,,
Meteorite Hills 00846,16080,-79.68333,159.75,86509,20.1407825,,,
Meteorite Hills 00847,16081,-79.68333,159.75,86509,15.64139215,,,
Meteorite Hills 00848,16082,-79.68333,159.75,86509,17.65405976,,,
Meteorite Hills 00849,16083,-79.68333,159.75,86509,28.68365797,,,
Meteorite Hills 00850,16084,-79.68333,159.75,86509,24.58285895,,,
Meteorite Hills 00851,16085,-79.68333,159.75,86509,29.45340464,,,
Meteorite Hills 00852,16086,-79.68333,159.75,86509,30.14971229,,,
Meteorite Hills 00853,16087,-79.68333,159.75,86509,19.27561471,,,
